,BonusAmount,Trialid,action,comments,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,length,outcomeRT,pbGamble,phase,recordedPresses,recordedTimes,response,standardGamble,status,switchTimes,template,templates,trialNumber,understand,uniqueid,viewTime
2695,,4,,,,,,,3881.824717,702,,,,,,926,36,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey",",864,2392,3601,4783,5559,6136,7135,8223,9298",gamble,4,,",687,840,661,515,722,378,480,421",,,29,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2696,,22,,,,,,,1297.965309,742,,,,,,624,12,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",878,1894,2957,3503,4454,5487,6438,7422,8422",gamble,2,,",679,382,966,363,387,327,373,357",,,30,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2697,,1,,,,,,,724.1778652,733,,,,,,766,12,,",fkey,jkey,space,fkey,jkey,fkey,fkey,jkey,fkey,jkey",",653,1599,2127,2762,3655,4407,4992,5890,6872,7807",gamble,1,,",448,353,482,206,774,309,357,291",,,31,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2698,,9,,,,,,,2867.109554,949,,,,,,0,36,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey",",766,1772,2862,3845,4742,5196,6164,7212,8155",gambleFail,9,,",599,371,399,376,749,366,401,290",,,32,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2699,,28,,,,,,,2398.760982,730,,,,,,696,24,,",fkey,fkey,jkey,fkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",431,1700,2736,3346,4464,5247,5471,6511,7519,8535,9447,10399",gamble,8,,",2137,382,1193,742,335,415,261,363",,,33,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2700,,8,,,,,,,3294.369673,592,,,,,,683,36,,",fkey,fkey,jkey,fkey,jkey,fkey,space,fkey,fkey,jkey,fkey,jkey,fkey",",703,1864,2751,3663,4624,5580,6664,7161,8015,8607,9473,10336,11151",gamble,8,,",2513,323,333,327,2407,238,201,247",,,34,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2701,,25,,,,,,,738.9790079,726,,,,,,737,12,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",679,1583,2223,2809,3751,4718,5590,6558,7359",gamble,5,,",481,277,574,320,379,206,382,120",,,35,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2702,,35,,,,,,,1181.191186,650,,,,,,877,12,,",fkey,jkey,space,fkey,space,jkey,fkey,jkey,fkey,jkey",",620,1573,2565,2984,3998,4461,5445,6669,7805,8728",gamble,5,,",437,310,795,866,356,571,485,318",,,36,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2703,,22,,,,,,,908.4012265,1237,,,,,,823,12,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",755,1802,2835,3771,4092,4954,5930,7012,7955,8827",gamble,2,,",1582,426,370,496,326,442,330,262",,,37,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2704,,29,,,,,,,2260.795003,870,,,,,,773,24,,",fkey,jkey,fkey,space,fkey,jkey,fkey,space,jkey,fkey,space,fkey,jkey",",651,1693,2676,3820,4420,4890,5827,6909,7347,8340,9426,10357,10757",gamble,9,,",468,401,383,1546,358,839,407,1772",,,38,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2705,,32,,,,,,,1531.170875,428,,,,,,681,12,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",989,1853,2741,3406,4572,5653,6461,7437,8357",gamble,2,,",534,394,969,470,438,206,329,380",,,39,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2706,,29,,,,,,,1326.453276,672,,,,,,667,12,,",fkey,jkey,fkey,space,jkey,fkey,space,jkey,fkey,jkey,fkey",",784,2422,3391,4424,5336,6337,7734,8039,9022,9919,10943",gamble,9,,",2159,422,1317,386,985,398,232,421",,,40,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2707,,22,,,,,,,2684.897009,474,,,,,,750,24,,",fkey,jkey,fkey,space,jkey,fkey,space,jkey,fkey,jkey",",703,1822,2823,3927,4728,5714,6855,7142,7974,8857",gamble,2,,",487,485,396,1278,359,819,198,244",,,41,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2708,,8,,,,,,,2008.220229,887,,,,,,830,24,,",fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey",",812,1595,2571,4516,5203,6171,7179,8162,9042",gamble,8,,",1399,345,367,1000,333,364,277,351",,,42,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2709,,24,,,,,,,1544.126456,629,,,,,,692,24,,",fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey",",743,1511,2495,2880,3725,4046,5414,6262,7671",gamble,4,,",439,245,320,827,294,423,355,559",,,43,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2710,,34,,,,,,,2830.731476,714,,,,,,615,36,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey",",623,1640,2861,3406,4006,5247,5574,6584,7605",gamble,4,,",262,342,262,366,552,419,357,49",,,44,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2711,,32,,,,,,,1943.241874,582,,,,,,831,24,,",fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey",",583,1721,2177,3689,4920,5175,6193,7080,7977",gamble,2,,",937,366,244,487,399,342,214,327",,,45,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2712,,39,,,,,,,3578.377201,623,,,,,,938,24,,",fkey,jkey,fkey,space,space,jkey,space,fkey,jkey,fkey,jkey,fkey",",1169,1960,2576,3552,4240,4544,5682,6744,7211,8113,9231,9762",gamble,9,,",1241,330,1484,987,382,300,44,168",,,46,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2713,,22,,,,,,,2255.748524,513,,,,,,787,36,,",fkey,jkey,fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey",",744,1192,1959,2752,3488,3919,4586,4961,5713,6456,7343",gamble,2,,",850,226,102,190,727,204,159,118",,,47,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2714,,5,,,,,,,1508.616332,677,,,,,,826,24,,",fkey,jkey,fkey,jkey,space,jkey,fkey,jkey,fkey,jkey,fkey",",623,1081,1928,3090,3383,4472,4831,5755,7047,7913,8791",gamble,5,,",841,251,573,1062,292,713,100,358",,,48,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2715,,32,,,,,,,1194.057338,899,,,,,,656,12,,",jkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",712,2334,2847,3679,4560,5486,6271,7070",gamble,2,,",487,365,111,636,230,300,145,214",,,49,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2716,,9,,,,,,,744.2578739,846,,,,,,783,12,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",550,1527,2143,3167,4110,5062,5959,6839,7528",gamble,9,,",356,322,1040,292,351,244,195,100",,,50,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2717,,34,,,,,,,2749.338211,723,,,,,,574,36,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",725,1269,2125,2912,4718,5368,5703,6517,7293,8046",gamble,4,,",983,267,142,246,1270,200,167,170",,,51,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2718,,5,,,,,,,1857.687046,595,,,,,,880,24,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",583,1388,3077,3580,3925,5037,6028,6853,7444",gamble,5,,",368,155,260,958,189,186,356,194",,,52,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2719,,1,,,,,,,1867.426299,925,,,,,,700,24,,",fkey,jkey,fkey,space,jkey,fkey,jkey,fkey,jkey",",806,1464,2281,3519,4254,5064,5919,6688,7353",gamble,1,,",464,84,143,1369,221,244,142,77",,,53,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2720,,8,,,,,,,3382.219805,689,,,,,,659,48,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey",",589,1157,1992,2805,4558,5247,5886,6846",gamble,8,,",222,54,198,134,228,1217,278,347",,,54,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2721,,34,,,,,,,1945.708561,726,,,,,,612,24,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",606,984,1889,3055,3600,4760,5815,6743,7855,8400",gamble,4,,",704,320,101,768,468,387,319,326",,,55,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2722,,2,,,,,,,1520.236984,1248,,,,,,655,12,,",fkey,jkey,fkey,jkey,space,fkey,space,jkey,fkey,jkey",",855,1854,2646,3430,3959,5096,5648,5983,6806,7743",gamble,2,,",951,406,175,821,864,196,335,72",,,56,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2723,,5,,,,,,,2087.317198,737,,,,,,893,24,,",fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey",",863,1897,3097,3672,4528,5375,6431,7303,8839",gamble,5,,",607,383,617,1007,408,389,239,688",,,57,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2724,,21,,,,,,,1070.700664,935,,,,,,0,12,,",fkey,jkey,space,fkey,space,jkey,fkey,jkey,fkey",",1431,2238,2863,3824,4376,4613,6047,6944,7823",gambleFail,1,,",634,274,880,695,250,332,334,109",,,58,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2725,,24,,,,,,,719.6619137,959,,,,,,762,12,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",928,1991,2583,3671,4168,5119,5993,7680",gamble,4,,",728,414,556,314,283,261,321,546",,,59,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2726,,25,,,,,,,2539.38163,741,,,,,,831,24,,",fkey,jkey,fkey,jkey,space,fkey,space,jkey,fkey,jkey",",934,1797,2823,3911,4509,5718,6443,6614,8189,9246",gamble,5,,",991,354,325,1118,1082,376,354,378",,,60,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2727,,24,,,,,,,2617.118193,583,,,,,,774,24,,",fkey,jkey,fkey,jkey,space,fkey,space,fkey,jkey,fkey,jkey",",785,1904,2848,3751,4223,5376,6016,6359,7529,8727,9899",gamble,4,,",833,461,383,880,1418,630,469,398",,,61,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2728,,8,,,,,,,4149.895651,569,,,,,,637,48,,",fkey,jkey,fkey,fkey,jkey,fkey,jkey",",2063,2919,4058,7242,7943,9393,10095",gamble,8,,",978,530,472,445,1781,344,241,297",,,62,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2729,,34,,,,,,,2783.376535,940,,,,,,773,36,,",fkey,jkey,fkey,space,fkey,jkey,fkey",",821,1791,2759,4520,5662,6653,7333",gamble,4,,",583,303,356,209,727,339,357,208",,,63,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2730,,86,,,,,,,901.1864965,851,,,,,,595,12,,",fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",733,1183,2340,2822,3548,4355,5436,6670,7749,8732",gamble,6,,",822,146,1349,357,537,504,394,481",,,64,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2731,,5,,,,,,,3141.580009,0,,,,,,0,36,,",fkey,jkey,fkey,jkey,jkey,fkey,jkey",",856,1816,2665,3880,5896,7017,8008",failOutcome,5,,",954,381,335,405,189,596,383,428",,,65,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2732,,28,,,,,,,1289.660818,892,,,,,,663,12,,",fkey,jkey,space,fkey,space,jkey,fkey,jkey,fkey",",1582,2773,3038,4295,4600,5406,6736,7758,8651",gamble,8,,",678,486,832,752,515,298,479,294",,,66,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2733,,9,,,,,,,4220.356735,876,,,,,,661,48,,",fkey,jkey,fkey,jkey,fkey,jkey,space,fkey,jkey",",869,1797,3117,4036,4894,5463,6284,7293,8134",gamble,9,,",890,455,478,388,400,701,308,347",,,67,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2734,,1,,,,,,,1860.009752,0,,,,,,0,24,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1006,1954,3022,4066,5053,5985,7070",failOutcome,1,,",294,306,271,449,357,262,352,316",,,68,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2735,,35,,,,,,,778.381877,672,,,,,,848,12,,",jkey,fkey,space,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1054,2070,2543,3504,4488,5006,5990,7127,8006,8862",gamble,5,,",830,365,1031,575,431,497,180,260",,,69,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2736,,29,,,,,,,2174.380091,569,,,,,,684,24,,",jkey,fkey,jkey,space,fkey,space,jkey,fkey,jkey,fkey",",1022,1950,2782,3752,4845,5294,5710,6829,7581,8413",gamble,9,,",809,290,165,831,895,365,186,248",,,70,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2737,,29,,,,,,,4249.058976,516,,,,,,712,48,,",jkey,fkey,jkey,fkey,jkey,space,fkey,space,fkey,space,jkey,fkey",",960,1957,2847,3878,4950,5742,6599,7129,8021,8477,8885,9838",gamble,9,,",711,364,278,404,410,633,2087,330",,,71,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2738,,8,,,,,,,3574.083924,667,,,,,,866,48,,",fkey,jkey,fkey,jkey,fkey,fkey,jkey,fkey,jkey,fkey",",868,1180,2103,3023,4112,6197,6526,7309,8078,9006",gamble,8,,",941,292,378,381,1688,261,124,308",,,72,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2739,,86,,,,,,,796.7764993,0,,,,,,0,12,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",983,1895,2960,3918,4666,5351,6081,6807",failOutcome,6,,",761,286,424,255,169,6,94,61",,,73,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2740,,25,,,,,,,696.1008261,1024,,,,,,941,12,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",991,1856,2712,3238,3864,4616,5128,5745,6393,7257,7895",gamble,5,,",768,159,685,149,1054,139,111,93",,,74,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2741,,22,,,,,,,1734.784807,0,,,,,,752,24,,",fkey,jkey,jkey,fkey,jkey,fkey,jkey",",998,1834,3918,4598,5295,6077,7150",success,2,,",776,166,238,473,159,33,471,168",,,75,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2742,,38,,,,,,,3226.919094,1078,,,,,,1006,36,,",jkey,fkey,jkey,fkey,jkey,space,fkey,space,jkey,space,fkey",",980,1879,2748,3836,4875,5349,6428,7436,8143,9245,9636",gamble,8,,",779,246,168,543,374,982,1049,911",,,76,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2743,,39,,,,,,,1165.810626,801,,,,,,884,12,,",jkey,space,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",965,2957,3516,4029,5004,5966,6821,7589,8596",gamble,9,,",767,408,1378,347,256,252,37,458",,,77,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2744,,5,,,,,,,3759.329414,0,,,,,,687,48,,",jkey,fkey,jkey,fkey,fkey,jkey,jkey,fkey,jkey",",1162,2142,2982,3942,5414,6181,7149,7845,9061",success,5,,",936,379,165,385,189,2156,126,390",,,78,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2745,,21,,,,,,,1647.752126,0,,,,,,715,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1055,2152,3023,3983,4830,5886,6663,7559",success,1,,",835,451,247,294,221,446,152,197",,,79,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2746,,39,,,,,,,2716.839857,690,,,,,,661,36,,",fkey,jkey,fkey,jkey,fkey,space,jkey,fkey,jkey,fkey",",719,1120,2014,2894,3911,4552,5271,6385,7496,8399",gamble,9,,",805,362,222,448,717,569,378,289",,,80,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2747,,29,,,,,,,2022.325679,779,,,,,,1103,24,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",1023,2032,3904,4743,5238,6152,7046,7991,8782",gamble,9,,",823,361,408,1554,299,231,337,124",,,81,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2748,,25,,,,,,,2354.838212,918,,,,,,646,24,,",fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",936,1929,2879,4222,4800,5102,5991,7083,8039,8735",gamble,5,,",714,389,327,1521,276,498,343,29",,,82,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2749,,4,,,,,,,2392.406061,1319,,,,,,694,24,,",fkey,jkey,fkey,jkey,space,fkey,jkey,fkey,jkey",",745,1658,2623,3368,4470,4934,6079,6918,7783",gamble,4,,",545,263,361,239,782,540,228,189",,,83,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2750,,32,,,,,,,3879.626097,988,,,,,,966,48,,",jkey,fkey,jkey,fkey,jkey,space,fkey,space,fkey,jkey,fkey",",935,2007,3032,4126,5062,5826,6247,7200,8054,8503,9304",gamble,2,,",714,485,355,492,287,558,1613,174",,,84,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2751,,31,,,,,,,3491.621129,0,,,,,,703,36,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",995,2146,3091,4003,5243,6130,6995,7882",success,1,,",819,454,366,247,651,196,239,247",,,85,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2752,,4,,,,,,,4022.729122,659,,,,,,807,48,,",fkey,jkey,fkey,jkey,fkey,space,fkey,jkey,fkey,jkey",",1014,1920,2744,3488,4480,5727,6263,6640,7545,8272",gamble,4,,",784,271,236,72,398,1510,235,95",,,86,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2753,,5,,,,,,,1056.958193,823,,,,,,735,12,,",fkey,jkey,space,fkey,jkey,fkey,jkey,fkey,jkey,fkey,space,jkey",",619,1459,2515,2950,3778,4738,5554,6387,6932,7667,8202,8523",gamble,5,,",413,182,856,147,397,166,109,1534",,,87,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2754,,8,,,,,,,4107.837618,651,,,,,,885,48,,",fkey,jkey,fkey,jkey,fkey,space,fkey,jkey,fkey,jkey",",777,1785,2721,3681,4645,5571,6191,6895,7842,8672",gamble,8,,",573,337,343,314,362,1589,282,264",,,88,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2755,,38,,,,,,,991.8125224,880,,,,,,636,12,,",jkey,fkey,space,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",990,1982,2966,3534,4024,5070,5999,7078,8125,9366",gamble,8,,",791,381,1358,441,325,455,419,610",,,89,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2756,,38,,,,,,,516.0780086,497,,,,,,702,0,,",fkey,space,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",1167,2191,2830,3831,4734,5638,6367,7071,7686,8246,8877",gamble,8,,",959,1043,375,227,277,127,63,1197",,,90,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2757,,39,,,,,,,4245.346215,808,,,,,,628,60,,",fkey,jkey,fkey,jkey,fkey,jkey,space,fkey,jkey",",733,1604,2445,3372,4317,5204,5869,8309,9487",gamble,9,,",550,165,254,265,383,218,2518,526",,,91,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2758,,28,,,,,,,1779.136986,1099,,,,,,680,24,,",fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey",",884,1956,2940,3829,4373,4893,5807,7252,7542",gamble,8,,",712,413,367,1262,245,62,422,231",,,92,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2759,,39,,,,,,,3030.072939,609,,,,,,726,36,,",fkey,jkey,fkey,space,fkey,jkey,fkey",",891,2135,3071,4607,5824,6824,7848",gamble,9,,",711,358,410,259,636,390,477,271",,,93,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2760,,38,,,,,,,852.8335513,655,,,,,,613,12,,",fkey,jkey,fkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",1005,1446,2493,2925,4045,4806,5453,7022,7501,8421",gamble,8,,",1166,504,1099,382,540,379,273,61",,,94,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2761,,21,,,,,,,3233.288201,0,,,,,,0,36,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",733,1079,2160,3175,3950,4866,5850,6701,7552",failOutcome,1,,",783,388,326,308,230,332,295,260",,,95,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2762,,39,,,,,,,553.4378132,566,,,,,,1053,0,,",fkey,space,jkey,fkey,jkey,fkey,jkey,fkey,jkey",",974,2134,2666,3638,4598,5518,6295,7143,7768",gamble,9,,",776,1049,388,292,332,62,207,14",,,96,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2763,,22,,,,,,,3128.495103,0,,,,,,628,36,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",594,1099,2007,2927,3922,5128,6047,6760,7369,8104,8503",success,2,,",836,309,254,407,528,344,46,1174",,,97,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2764,,1,,,,,,,615.0853011,0,,,,,,662,0,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey",",994,1919,2864,3791,4663,5442,6919",success,1,,",767,340,278,303,207,174,87,437",,,98,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2765,,38,,,,,,,755.1746605,604,,,,,,572,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",928,3016,3967,4951,5919,6871,7896,8902",gamble,8,,",727,1462,324,375,326,343,357,407",,,99,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2766,,25,,,,,,,3347.696186,692,,,,,,651,36,,",fkey,jkey,fkey,jkey,space,jkey,fkey,jkey,fkey",",666,1226,2209,3225,5255,5833,6854,7695,8504",gamble,5,,",958,407,362,496,855,416,191,130",,,100,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2767,,35,,,,,,,1866.544749,998,,,,,,657,24,,",jkey,fkey,jkey,space,fkey,jkey,fkey,jkey,fkey",",815,2046,3008,3743,4503,5456,6800,7903,9024",gamble,5,,",615,598,301,868,320,742,497,510",,,101,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2768,,28,,,,,,,1305.434609,532,,,,,,506,12,,",fkey,jkey,fkey,space,jkey,fkey,jkey,jkey,fkey,jkey,space,fkey",",943,1314,2169,3122,3863,4847,5712,6751,7185,8007,9058,9441",gamble,8,,",1068,260,1073,367,139,949,156,843",,,102,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2769,,9,,,,,,,631.128341,389,,,,,,1072,12,,",fkey,jkey,fkey,jkey,fkey,jkey,fkey",",965,3227,4203,5045,5956,7637,8484",gamble,9,,",741,1661,367,137,346,246,410,346",,,103,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2770,,21,,,,,,,691.2142103,0,,,,,,856,12,,",jkey,fkey,jkey,fkey,jkey,fkey,jkey,fkey",",1151,2151,3625,4199,5527,6408,7519,7903",success,1,,",930,389,309,318,173,406,270,408",,,104,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2771,,24,,,,,,,1990.931947,0,,,,,,683,24,,",fkey,jkey,fkey,fkey,jkey,fkey,jkey",",632,1567,2559,4713,5967,7063,8192",success,4,,",1329,343,385,358,264,366,385,354",,,105,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2772,,9,,,,,,,3603.495021,802,,,,,,667,48,,",jkey,fkey,jkey,fkey,jkey,space,fkey,jkey,jkey",",911,1941,2830,4262,4807,5381,6223,6301,7471",gamble,9,,",712,343,220,327,357,551,502,291",,,106,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2773,,35,,,,,,,835.4333037,630,,,,,,870,12,,",space,fkey,fkey,space,jkey,fkey,jkey,fkey,jkey",",713,1146,2451,2849,4361,5776,6786,7771,8777",gamble,5,,",1082,398,740,591,444,423,321,418",,,107,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2774,,5,,,,,,,3637.194156,0,,,,,,798,36,,",jkey,space,fkey,jkey,fkey,jkey,fkey,jkey",",932,2236,2564,3972,4804,6147,7140,8356",success,5,,",719,980,342,448,334,389,285,439",,,108,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
2775,,9,,,,,,,2143.189516,597,,,,,,1067,24,,",jkey,fkey,space,fkey,jkey,fkey,jkey",",871,1934,3608,4665,5279,6246,7166",gamble,9,,",650,444,269,786,330,360,318,471",,,109,,A9ZCY6FLUCIU1:3TVSS0C0E10LR7D5OT2BLN4IXTNTW4,
