,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,lateResponse,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,trialType,understand,uniqueid,viewTime
33,,29,,,,,,3181.260375,0,,1140,,,0,,212,,success,9,,,,10,gambleLeft,,debug9CIDY6:debugNEYNF7,
34,,38,,,,,,771.3377265,1372,,0,,,0,,0,,gamble,8,,,,11,gambleLeft,,debug9CIDY6:debugNEYNF7,
35,,31,,,,,,2146.056647,838,,0,,,0,,0,,gamble,1,,,,12,gambleRight,,debug9CIDY6:debugNEYNF7,
36,,38,,,,,,2707.75318,814,,0,,,0,,0,,gamble,8,,,,13,gambleLeft,,debug9CIDY6:debugNEYNF7,
37,,5,,,,,,3460.281572,786,,0,,,0,,0,,gamble,5,,,,14,gambleRight,,debug9CIDY6:debugNEYNF7,
38,,5,,,,,,2782.015276,1280,,0,,,0,,0,,gamble,5,,,,15,gambleRight,,debug9CIDY6:debugNEYNF7,
39,,32,,,,,,1203.886458,1148,,0,,,0,,0,,gamble,2,,,,16,gambleRight,,debug9CIDY6:debugNEYNF7,
40,,34,,,,,,1714.500327,1154,,0,,,0,,0,,gamble,4,,,,17,gambleLeft,,debug9CIDY6:debugNEYNF7,
41,,28,,,,,,1197.389385,0,,1033,,,0,,98,,success,8,,,,18,gambleLeft,,debug9CIDY6:debugNEYNF7,
42,,39,,,,,,2175.256921,1346,,0,,,0,,0,,gamble,9,,,,19,gambleRight,,debug9CIDY6:debugNEYNF7,
43,,4,,,,,,3272.205168,1279,,0,,,0,,0,,gamble,4,,,,20,gambleRight,,debug9CIDY6:debugNEYNF7,
44,,29,,,,,,3240.352358,0,,1343,,,0,,135,,success,9,,,,21,gambleLeft,,debug9CIDY6:debugNEYNF7,
45,,25,,,,,,2366.897659,0,,1022,,,0,,188,,success,5,,,,22,gambleRight,,debug9CIDY6:debugNEYNF7,
46,,8,,,,,,1705.621498,0,,0,,,0,,0,,fail,8,,,,23,gambleRight,,debug9CIDY6:debugNEYNF7,
47,,32,,,,,,1153.932291,1018,,0,,,0,,0,,gamble,2,,,,24,gambleRight,,debug9CIDY6:debugNEYNF7,
48,,1,,,,,,0,0,,0,,,0,,291,,success,1,,,,25,gambleRight,,debug9CIDY6:debugNEYNF7,
49,,2,,,,,,1979.042709,0,,0,,,0,,0,,fail,2,,,,26,gambleRight,,debug9CIDY6:debugNEYNF7,
50,,1,,,,,,1978.242723,0,,1352,,,0,,142,,success,1,,,,27,gambleRight,,debug9CIDY6:debugNEYNF7,
51,,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,,,debug9CIDY6:debugNEYNF7,
52,0,,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,,,debug9CIDY6:debugNEYNF7,
53,,,,,,7,,,,,,,,,,,,,,,,,,,,debug9CIDY6:debugNEYNF7,
54,,,,,2,,,,,,,,,,,,,,,,,,,,,debug9CIDY6:debugNEYNF7,
55,,,,,,,,,,,,,,,5,,,,,,,,,,,debug9CIDY6:debugNEYNF7,
56,,,,3,,,,,,,,,,,,,,,,,,,,,,debug9CIDY6:debugNEYNF7,
57,,,,,,,,,,4,,,,,,,,,,,,,,,,debug9CIDY6:debugNEYNF7,
58,,,,,,,,,,,,,5,,,,,,,,,,,,,debug9CIDY6:debugNEYNF7,
59,,,,,,,,,,,,,,,,,,,,,,,,,5,debug9CIDY6:debugNEYNF7,
60,,,Begin,,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-4.html', u'instructions/instruct-ready.html']",,,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
61,,,NextPage,,,,,,,,,0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,27481
62,,,NextPage,,,,,,,,,1,,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,38828
63,,,NextPage,,,,,,,,,2,,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,76454
64,,,NextPage,,,,,,,,,3,,,,,INSTRUCTIONS,,,,instructions/instruct-4.html,,,,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,40695
65,,,FinishInstructions,,,,,,,,,4,,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,106686
66,,28,,,,,,946.5972417,0,,1033,,,0,,425,,success,8,,,,1,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
67,,24,,,,,,1340.07576,0,,959,,,0,,456,,success,4,,,,2,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
68,,1,,,,,,868.990528,0,,1078,,,0,,415,,success,1,,,,3,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
69,,29,,,,,,0,0,,0,,,0,,451,,success,9,,,,4,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
70,,2,,,,,,735.3794114,0,,1098,,,0,,538,,success,2,,,,5,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
71,,5,,,,,,3101.295534,0,,1069,,,0,,592,,success,5,,,,6,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
72,,28,,,,,,1756.729964,0,,959,,,0,,435,,success,8,,,,7,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
73,,4,,,,,,3471.753151,0,,1020,,,0,,484,,success,4,,,,8,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
74,,24,,,,,,1120.897205,0,,1355,,,0,,564,,success,4,,,,9,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
75,,32,,,,,,1180.973227,1278,,0,,,0,,0,,gamble,2,,,,10,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
76,,4,,,,,,0,0,,0,,,0,,0,,failOutcome,4,,,,11,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
77,,21,,,,,,3219.827168,0,,1128,,,0,,654,,success,1,,,,12,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
78,,39,,,,,,0,0,,0,,,0,,353,,success,9,,,,13,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
79,,86,,,,,,2291.490232,0,,1124,,,0,,274,,success,6,,,,14,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
80,,39,,,,,,3220.096421,0,,1350,,,0,,391,,success,9,,,,15,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
81,,34,,,,,,2775.536815,916,,0,,,0,,0,,gamble,4,,,,16,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
82,,75,,,,,,2657.487398,1211,,0,,,0,,0,,gamble,5,,,,17,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
83,,9,,,,,,833.8768715,0,,1225,,,0,,327,,success,9,,,,18,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
84,,32,,,,,,3378.433861,0,,1032,,,0,,649,,success,2,,,,19,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
85,,25,,,,,,3256.527063,0,,1087,,,0,,323,,success,5,,,,20,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
86,,24,,,,,,0,0,,0,,,0,,386,,success,4,,,,21,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
87,,21,,,,,,0,0,,0,,,0,,367,,success,1,,,,22,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
88,,39,,,,,,2407.323395,0,,930,,,0,,189,,success,9,,,,23,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
89,,21,,,,,,0,0,,0,,,0,,322,,success,1,,,,24,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
90,,35,,,,,,2735.320797,0,,874,,,0,,367,,success,5,,,,25,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
91,,38,,,,,,1641.104016,0,,833,,,0,,350,,success,8,,,,26,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
92,,2,,,,,,2323.483833,0,,949,,,0,,665,,success,2,,,,27,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
93,,8,,,,,,0,0,,0,,,0,,355,,success,8,,,,28,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
94,,25,,,,,,1919.223126,0,,1083,,,0,,279,,success,5,,,,29,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
95,,31,,,,,,0,0,,0,,,0,,256,,success,1,,,,30,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
96,,5,,,,,,2281.061611,0,,818,,,0,,546,,success,5,,,,31,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
97,,5,,,,,,2942.567004,0,,1053,,,0,,467,,success,5,,,,32,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
98,,39,,,,,,661.1051593,0,,1028,,,0,,519,,success,9,,,,33,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
99,,8,,,,,,2428.936269,0,,957,,,0,,694,,success,8,,,,34,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
100,,32,,,,,,936.1546209,0,,866,,,0,,732,,success,2,,,,35,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
101,,8,,,,,,3299.296359,0,,981,,,0,,313,,success,8,,,,36,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
102,,4,,,,,,2469.781164,0,,1157,,,0,,497,,success,4,,,,37,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
103,,25,,,,,,1419.884386,0,,958,,,0,,296,,success,5,,,,38,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
104,,5,,,,,,3150.908756,0,,1067,,,0,,330,,success,5,,,,39,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
105,,1,,,,,,2331.783571,0,,1072,,,0,,454,,success,1,,,,40,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
106,,9,,,,,,1254.932244,0,,947,,,0,,536,,success,9,,,,41,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
107,,86,,,,,,1316.691709,0,,966,,,0,,359,,success,6,,,,42,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
108,,29,,,,,,2098.553899,0,,1352,,,0,,217,,success,9,,,,43,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
109,,31,,,,,,3214.321219,0,,922,,,0,,391,,success,1,,,,44,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
110,,21,,,,,,2562.487689,0,,1129,,,0,,432,,success,1,,,,45,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
111,,8,,,,,,3221.981675,0,,934,,,0,,367,,success,8,,,,46,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
112,,29,,,,,,2862.956546,0,,923,,,0,,574,,success,9,,,,47,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
113,,2,,,,,,0,0,,0,,,0,,498,,success,2,,,,48,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
114,,31,,,,,,2703.242136,0,,939,,,0,,583,,success,1,,,,49,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
115,,9,,,,,,0,0,,0,,,0,,403,,success,9,,,,50,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
116,,21,,,,,,3176.768551,0,,994,,,0,,353,,success,1,,,,51,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
117,,39,,,,,,0,0,,0,,,0,,721,,success,9,,,,52,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
118,,34,,,,,,2284.508051,0,,894,,,0,,280,,success,4,,,,53,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
119,,75,,,,,,896.0886434,1082,,0,,,0,,0,,gamble,5,,,,54,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
120,,31,,,,,,1573.409279,0,,902,,,0,,411,,success,1,,,,55,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
121,,35,,,,,,0,0,,0,,,0,,409,,success,5,,,,56,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
122,,28,,,,,,2068.415097,0,,934,,,0,,515,,success,8,,,,57,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
123,,24,,,,,,2436.010904,0,,870,,,0,,511,,success,4,,,,58,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
124,,25,,,,,,0,0,,0,,,0,,657,,success,5,,,,59,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
125,,28,,,,,,0,0,,0,,,0,,529,,success,8,,,,60,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
126,,2,,,,,,2878.700853,0,,859,,,0,,392,,success,2,,,,61,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
127,,4,,,,,,1113.71267,0,,866,,,0,,420,,success,4,,,,62,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
128,,28,,,,,,1698.270756,0,,808,,,0,,414,,success,8,,,,63,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
129,,2,,,,,,3215.286526,0,,985,,,0,,392,,success,2,,,,64,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
130,,35,,,,,,0,0,,0,,,0,,386,,success,5,,,,65,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
131,,22,,,,,,1604.487342,0,,1029,,,0,,377,,success,2,,,,66,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
132,,8,,,,,,0,0,,0,,,0,,561,,success,8,,,,67,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
133,,86,,,,,,2748.473831,0,,923,,,0,,378,,success,6,,,,68,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
134,,1,,,,,,0,0,,0,,,0,,451,,success,1,,,,69,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
135,,8,,,,,,1503.934081,858,,0,,,0,,0,,gamble,8,,,,70,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
136,,35,,,,,,1880.808377,0,,928,,,0,,398,,success,5,,,,71,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
137,,24,,,,,,1076.299629,0,,838,,,0,,589,,success,4,,,,72,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
138,,29,,,,,,1798.030174,0,,932,,,0,,642,,success,9,,,,73,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
139,,9,,,,,,0,0,,0,,,0,,547,,success,9,,,,74,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
140,,22,,,,,,0,0,,0,,,0,,388,,success,2,,,,75,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
141,,38,,,,,,595.493401,0,,1095,,,0,,375,,success,8,,,,76,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
142,,2,,,,,,3344.0993,0,,1065,,,0,,439,,success,2,,,,77,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
143,,25,,,,,,1708.247343,0,,909,,,0,,485,,success,5,,,,78,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
144,,8,,,,,,1944.969012,0,,1393,,,0,,420,,success,8,,,,79,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
145,,22,,,,,,2511.561886,0,,747,,,0,,521,,success,2,,,,80,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
146,,4,,,,,,0,0,,0,,,0,,325,,success,4,,,,81,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
147,,31,,,,,,3066.773102,0,,765,,,0,,506,,success,1,,,,82,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
148,,31,,,,,,2338.345385,0,,775,,,0,,424,,success,1,,,,83,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
149,,28,,,,,,0,0,,0,,,0,,338,,success,8,,,,84,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
150,,24,,,,,,2194.979144,0,,791,,,0,,389,,success,4,,,,85,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
151,,22,,,,,,732.1010196,0,,926,,,0,,368,,success,2,,,,86,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
152,,38,,,,,,2789.215262,0,,885,,,0,,384,,success,8,,,,87,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
153,,1,,,,,,2002.707262,0,,809,,,0,,345,,success,1,,,,88,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
154,,35,,,,,,1337.678905,0,,866,,,0,,444,,success,5,,,,89,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
155,,28,,,,,,1513.576635,0,,1088,,,0,,345,,success,8,,,,90,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
156,,22,,,,,,0,0,,0,,,0,,707,,success,2,,,,91,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
157,,4,,,,,,1186.444934,0,,856,,,0,,311,,success,4,,,,92,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
158,,2,,,,,,0,0,,0,,,0,,595,,success,2,,,,93,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
159,,35,,,,,,1510.885281,0,,818,,,0,,470,,success,5,,,,94,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
160,,34,,,,,,0,0,,0,,,0,,371,,success,4,,,,95,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
161,,32,,,,,,0,0,,0,,,0,,656,,success,2,,,,96,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
162,,22,,,,,,1389.420909,0,,812,,,0,,334,,success,2,,,,97,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
163,,38,,,,,,1784.010394,0,,1123,,,0,,403,,success,8,,,,98,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
164,,5,,,,,,2355.87439,0,,886,,,0,,371,,success,5,,,,99,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
165,,35,,,,,,2128.278011,0,,794,,,0,,424,,success,5,,,,100,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
166,,5,,,,,,0,0,,0,,,0,,451,,success,5,,,,101,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
167,,39,,,,,,3307.783595,0,,1215,,,0,,384,,success,9,,,,102,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
168,,9,,,,,,1005.308053,0,,1099,,,0,,621,,success,9,,,,103,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
169,,32,,,,,,1023.168581,0,,1195,,,0,,385,,success,2,,,,104,gambleLeft,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
170,,39,,,,,,2460.388966,0,,848,,,0,,380,,success,9,,,,105,gambleRight,,A26TY8FHMJ183C:3TXWC2NHNZQ90BNI6INTXY0LSV29SM,
