,BonusAmount,Trialid,action,design,difficulty,engagement,expTime,gambleDelay,gambleRT,gender,ignoreRT,indexOf,interest,lateResponse,length,outcomeRT,phase,response,standardGamble,status,template,templates,trialNumber,uniqueid,viewTime
852,,25.0,,,,,,1.9261197329008999,0.0,,1522.0,,,,,389.0,,success,5,,,,87.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
853,,1.0,,,,,,6.434159654626369,0.0,,1665.0,,,,,433.0,,success,1,,,,88.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
854,,1.0,,,,,,2.0511017064812562,0.0,,1655.0,,,,,430.0,,success,1,,,,89.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
855,,86.0,,,,,,7.135146103396171,0.0,,1602.0,,,,,412.0,,success,6,,,,90.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
856,,1.0,,,,,,2.035947458559423,0.0,,1471.0,,,,,387.0,,success,1,,,,91.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
857,,6.0,,,,,,6.343850592398639,0.0,,1555.0,,,,,381.0,,success,6,,,,92.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
858,,4.0,,,,,,7.268863636511818,0.0,,1478.0,,,,,356.0,,success,4,,,,93.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
859,,4.0,,,,,,4.139903323914283,0.0,,1440.0,,,,,347.0,,success,4,,,,94.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
860,,6.0,,,,,,1.877470056680914,0.0,,2171.0,,,,,419.0,,success,6,,,,95.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
861,,34.0,,,,,,4.081754396784064,1407.0,,0.0,,,,,0.0,,gamble,4,,,,96.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
862,,3.0,,,,,,1.9833718412154746,0.0,,1529.0,,,,,317.0,,success,3,,,,97.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
863,,3.0,,,,,,0.0,0.0,,1529.0,,,,,399.0,,success,3,,,,98.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
864,,24.0,,,,,,2.012227988419593,0.0,,1741.0,,,,,411.0,,success,4,,,,99.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
865,,34.0,,,,,,3.9814197888619787,1779.0,,0.0,,,,,0.0,,gamble,4,,,,100.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
866,,2.0,,,,,,0.0,0.0,,0.0,,,,,491.0,,success,2,,,,101.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
867,,26.0,,,,,,6.111391733310586,0.0,,1648.0,,,,,429.0,,success,6,,,,102.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
868,,2.0,,,,,,6.316923338135898,0.0,,1486.0,,,,,438.0,,success,2,,,,103.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
869,,21.0,,,,,,2.081548560719189,0.0,,1595.0,,,,,376.0,,success,1,,,,104.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
870,,2.0,,,,,,7.265209445256207,0.0,,1559.0,,,,,401.0,,success,2,,,,105.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
871,,3.0,,,,,,6.33287175095246,0.0,,1494.0,,,,,452.0,,success,3,,,,106.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
872,,35.0,,,,,,6.381835772952649,1650.0,,0.0,,,,,0.0,,gamble,5,,,,107.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
873,,32.0,,,,,,7.2788009236830025,1649.0,,0.0,,,,,0.0,,gamble,2,,,,108.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
874,,26.0,,,,,,4.055586933488156,0.0,,1555.0,,,,,598.0,,success,6,,,,109.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
875,,2.0,,,,,,6.254244889064976,0.0,,1476.0,,,,,360.0,,success,2,,,,110.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
876,,25.0,,,,,,3.9467264159657045,0.0,,1428.0,,,,,384.0,,success,5,,,,111.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
877,,3.0,,,,,,4.06870769942602,0.0,,1453.0,,,,,379.0,,success,3,,,,112.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
878,,22.0,,,,,,7.175842433542887,0.0,,1537.0,,,,,286.0,,success,2,,,,113.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
879,,35.0,,,,,,4.109837633114653,1741.0,,0.0,,,,,0.0,,gamble,5,,,,114.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
880,,2.0,,,,,,1.974399794786696,0.0,,1594.0,,,,,382.0,,success,2,,,,115.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
881,,1.0,,,,,,3.9268042445378866,0.0,,1340.0,,,,,318.0,,success,1,,,,116.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
882,,6.0,,,,,,6.138776189239894,0.0,,1456.0,,,,,393.0,,success,6,,,,117.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
883,,24.0,,,,,,3.9635627595674103,0.0,,1355.0,,,,,314.0,,success,4,,,,118.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
884,,1.0,,,,,,0.0,0.0,,1355.0,,,,,360.0,,success,1,,,,119.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
885,,3.0,,,,,,2.074295430123106,0.0,,1622.0,,,,,321.0,,success,3,,,,120.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
886,,3.0,,,,,,4.093792145683659,0.0,,1405.0,,,,,380.0,,success,3,,,,121.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
887,,1.0,,,,,,0.0,0.0,,1405.0,,,,,370.0,,success,1,,,,122.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
888,,26.0,,,,,,2.0384471684380743,0.0,,1651.0,,,,,292.0,,success,6,,,,123.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
889,,35.0,,,,,,6.250218119926958,1640.0,,0.0,,,,,0.0,,gamble,5,,,,124.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
890,,35.0,,,,,,7.38866754173326,1596.0,,0.0,,,,,0.0,,gamble,5,,,,125.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
891,,24.0,,,,,,6.214304595830101,0.0,,1785.0,,,,,0.0,,fail,4,,,,126.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
892,,36.0,,,,,,6.2694266263909055,1572.0,,0.0,,,,,0.0,,gamble,6,,,,127.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
893,,5.0,,,,,,3.8926983390412806,0.0,,2124.0,,,,,331.0,,success,5,,,,128.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
894,,32.0,,,,,,6.141628344056105,1598.0,,0.0,,,,,0.0,,gamble,2,,,,129.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
895,,23.0,,,,,,7.320363761949468,0.0,,1552.0,,,,,392.0,,success,3,,,,130.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
896,,1.0,,,,,,0.0,0.0,,1552.0,,,,,386.0,,success,1,,,,131.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
897,,36.0,,,,,,4.155925785513708,1517.0,,0.0,,,,,0.0,,gamble,6,,,,132.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
898,,25.0,,,,,,6.273229068826354,0.0,,1737.0,,,,,395.0,,success,5,,,,133.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
899,,21.0,,,,,,3.8975963145007873,0.0,,1557.0,,,,,319.0,,success,1,,,,134.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
900,,36.0,,,,,,2.008648676200301,1675.0,,0.0,,,,,0.0,,gamble,6,,,,135.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
901,,21.0,,,,,,6.268351450160132,0.0,,1629.0,,,,,378.0,,success,1,,,,136.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
902,,31.0,,,,,,3.9751649378976985,1832.0,,0.0,,,,,0.0,,gamble,1,,,,137.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
903,,36.0,,,,,,7.2006028818974,2024.0,,0.0,,,,,0.0,,gamble,6,,,,138.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
904,,6.0,,,,,,7.25140159075578,0.0,,1831.0,,,,,370.0,,success,6,,,,139.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
905,,22.0,,,,,,6.3010659033417005,0.0,,1619.0,,,,,386.0,,success,2,,,,140.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
906,,2.0,,,,,,0.0,0.0,,1619.0,,,,,236.0,,success,2,,,,141.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
907,,32.0,,,,,,4.011606234168384,2088.0,,0.0,,,,,0.0,,gamble,2,,,,142.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
908,,2.0,,,,,,3.9828644824519097,0.0,,1611.0,,,,,453.0,,success,2,,,,143.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
909,,5.0,,,,,,0.0,0.0,,1611.0,,,,,438.0,,success,5,,,,144.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
910,,31.0,,,,,,2.021346522256718,1698.0,,0.0,,,,,0.0,,gamble,1,,,,145.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
911,,21.0,,,,,,4.04527421918882,0.0,,1700.0,,,,,436.0,,success,1,,,,146.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
912,,26.0,,,,,,3.9788388176736595,0.0,,1750.0,,,,,378.0,,success,6,,,,147.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
913,,36.0,,,,,,6.358333755232925,1812.0,,0.0,,,,,0.0,,gamble,6,,,,148.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
914,,21.0,,,,,,1.988460126139692,0.0,,1413.0,,,,,310.0,,success,1,,,,149.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
915,,33.0,,,,,,2.054018164156467,1428.0,,0.0,,,,,0.0,,gamble,3,,,,150.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
916,,34.0,,,,,,2.116903772791496,1565.0,,0.0,,,,,0.0,,gamble,4,,,,151.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
917,,33.0,,,,,,6.341748625926295,1348.0,,0.0,,,,,0.0,,gamble,3,,,,152.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
918,,35.0,,,,,2078922.0,4.001488072985601,1848.0,,0.0,,,,,0.0,,gamble,5,,,,153.0,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
919,,,,,,,,,,,,,,,,,postquestionnaire,,,begin,,,,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
920,2.0,,,,,,,,,,,,,,,,postquestionnaire,,,submit,,,,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
921,,,,,,0,,,,,,,,,,,,,,,,,,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
922,,,,,6,,,,,,,,,,,,,,,,,,,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
923,,,,,,,,,,,,,,,10,,,,,,,,,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
924,,,,4,,,,,,,,,,,,,,,,,,,,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
925,,,,,,,,,,4,,,,,,,,,,,,,,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
926,,,,,,,,,,,,,0,,,,,,,,,,,A32QJF67JMJFKX:3E47SOBEYQWM4VRPDQ36VMV6BCRCIC,
927,,,Begin,,,,,,,,,,,,,,INSTRUCTIONS,,,,,"[u'instructions/instruct-1.html', u'instructions/instruct-2.html', u'instructions/instruct-3.html', u'instructions/instruct-ready.html']",,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
928,,,NextPage,,,,,,,,,0.0,,,,,INSTRUCTIONS,,,,instructions/instruct-1.html,,,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,1851.0
929,,,NextPage,,,,,,,,,1.0,,,,,INSTRUCTIONS,,,,instructions/instruct-2.html,,,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,26511.0
930,,,NextPage,,,,,,,,,2.0,,,,,INSTRUCTIONS,,,,instructions/instruct-3.html,,,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,14863.0
931,,,FinishInstructions,,,,,,,,,3.0,,,,,INSTRUCTIONS,,,,instructions/instruct-ready.html,,,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,34782.0
932,,22.0,,,,,,6.262579210378753,0.0,,2259.0,,,,,479.0,,success,2,,,,1.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
933,,34.0,,,,,,6.250614770840343,0.0,,2281.0,,,,,498.0,,success,4,,,,2.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
934,,34.0,,,,,,3.9455673859164633,0.0,,2275.0,,,,,466.0,,success,4,,,,3.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
935,,4.0,,,,,,0.0,0.0,,2275.0,,,,,449.0,,success,4,,,,4.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
936,,24.0,,,,,,6.322686752722642,0.0,,1346.0,,,,,561.0,,success,4,,,,5.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
937,,23.0,,,,,,4.001540679606513,0.0,,1192.0,,,,,482.0,,success,3,,,,6.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
938,,4.0,,,,,,7.342037272591138,0.0,,1068.0,,,,,422.0,,success,4,,,,7.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
939,,5.0,,,,,,1.9061756612810723,0.0,,1512.0,,,,,467.0,,success,5,,,,8.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
940,,36.0,,,,,,6.067101652842639,0.0,,1928.0,,,,,465.0,,success,6,,,,9.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
941,,23.0,,,,,,6.196611559934779,0.0,,1023.0,,,,,596.0,,success,3,,,,10.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
942,,2.0,,,,,,4.000198963482178,0.0,,1025.0,,,,,457.0,,success,2,,,,11.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
943,,32.0,,,,,,2.06750474650269,0.0,,1472.0,,,,,523.0,,success,2,,,,12.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
944,,21.0,,,,,,4.003206325912272,0.0,,1647.0,,,,,523.0,,success,1,,,,13.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
945,,1.0,,,,,,0.0,0.0,,1647.0,,,,,537.0,,success,1,,,,14.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
946,,5.0,,,,,,7.40853177083283,0.0,,1706.0,,,,,608.0,,success,5,,,,15.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
947,,6.0,,,,,,0.0,0.0,,1706.0,,,,,506.0,,success,6,,,,16.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
948,,6.0,,,,,,6.284408922615668,0.0,,1245.0,,,,,523.0,,success,6,,,,17.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
949,,21.0,,,,,,7.292047519435494,0.0,,918.0,,,,,0.0,,fail,1,,,,18.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
950,,22.0,,,,,,7.27279952994289,0.0,,1092.0,,,,,423.0,,success,2,,,,19.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
951,,31.0,,,,,,4.072102370768972,0.0,,1377.0,,,,,432.0,,success,1,,,,20.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
952,,1.0,,,,,,4.014227292469186,0.0,,1124.0,,,,,455.0,,success,1,,,,21.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
953,,86.0,,,,,,7.372732595178891,0.0,,759.0,,,,,411.0,,success,6,,,,22.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
954,,5.0,,,,,,4.066416483854262,0.0,,904.0,,,,,432.0,,success,5,,,,23.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
955,,2.0,,,,,,0.0,0.0,,904.0,,,,,442.0,,success,2,,,,24.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
956,,2.0,,,,,,2.073894593311595,0.0,,1186.0,,,,,456.0,,success,2,,,,25.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
957,,2.0,,,,,,0.0,0.0,,1186.0,,,,,404.0,,success,2,,,,26.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
958,,2.0,,,,,,3.943213167151709,0.0,,1187.0,,,,,464.0,,success,2,,,,27.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
959,,35.0,,,,,,4.050356211270527,0.0,,679.0,,,,,498.0,,success,5,,,,28.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
960,,5.0,,,,,,6.1172891925897686,0.0,,917.0,,,,,565.0,,success,5,,,,29.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
961,,3.0,,,,,,6.200212330455369,0.0,,931.0,,,,,416.0,,success,3,,,,30.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
962,,25.0,,,,,,3.957998534502626,0.0,,862.0,,,,,437.0,,success,5,,,,31.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
963,,36.0,,,,,,6.277885731570489,0.0,,1277.0,,,,,476.0,,success,6,,,,32.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
964,,21.0,,,,,,6.218558195790749,0.0,,969.0,,,,,697.0,,success,1,,,,33.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
965,,35.0,,,,,,7.185736214046993,0.0,,1889.0,,,,,450.0,,success,5,,,,34.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
966,,5.0,,,,,,0.0,0.0,,1889.0,,,,,602.0,,success,5,,,,35.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
967,,31.0,,,,,,6.155615284882017,0.0,,1622.0,,,,,459.0,,success,1,,,,36.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
968,,34.0,,,,,,7.226989482191601,0.0,,2618.0,,,,,409.0,,success,4,,,,37.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
969,,33.0,,,,,,4.000066841302444,0.0,,1498.0,,,,,456.0,,success,3,,,,38.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
970,,33.0,,,,,,3.93066326437188,0.0,,984.0,,,,,418.0,,success,3,,,,39.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
971,,75.0,,,,,,6.06671212615105,2553.0,,0.0,,,,,0.0,,gamble,5,,,,40.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
972,,3.0,,,,,,7.181426892560455,0.0,,1350.0,,,,,468.0,,success,3,,,,41.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
973,,3.0,,,,,,3.9525215714123987,0.0,,1378.0,,,,,455.0,,success,3,,,,42.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
974,,3.0,,,,,,1.909651821878332,0.0,,1492.0,,,,,423.0,,success,3,,,,43.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
975,,34.0,,,,,,6.278333986416726,0.0,,1349.0,,,,,517.0,,success,4,,,,44.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
976,,21.0,,,,,,3.8759498022527965,0.0,,1191.0,,,,,457.0,,success,1,,,,45.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
977,,4.0,,,,,,0.0,0.0,,1191.0,,,,,500.0,,success,4,,,,46.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
978,,75.0,,,,,,1.848130850564566,1786.0,,0.0,,,,,0.0,,gamble,5,,,,47.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
979,,21.0,,,,,,6.221363337153646,0.0,,1452.0,,,,,406.0,,success,1,,,,48.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
980,,2.0,,,,,,2.0986006702931834,0.0,,904.0,,,,,409.0,,success,2,,,,49.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
981,,23.0,,,,,,2.0672659858468014,0.0,,1992.0,,,,,417.0,,success,3,,,,50.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
982,,31.0,,,,,,2.079968870121094,0.0,,866.0,,,,,600.0,,success,1,,,,51.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
983,,4.0,,,,,,0.0,0.0,,866.0,,,,,432.0,,success,4,,,,52.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
984,,22.0,,,,,,2.122823954091845,0.0,,1200.0,,,,,411.0,,success,2,,,,53.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
985,,22.0,,,,,,3.9507373831046375,0.0,,1014.0,,,,,166.0,,success,2,,,,54.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
986,,24.0,,,,,,7.268022685986262,0.0,,2134.0,,,,,476.0,,success,4,,,,55.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
987,,5.0,,,,,,2.1104470090476566,0.0,,1739.0,,,,,390.0,,success,5,,,,56.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
988,,6.0,,,,,,3.922604465464865,0.0,,970.0,,,,,346.0,,success,6,,,,57.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
989,,35.0,,,,,,6.378777806949063,0.0,,1282.0,,,,,378.0,,success,5,,,,58.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
990,,36.0,,,,,,2.0752470757126154,0.0,,968.0,,,,,427.0,,success,6,,,,59.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
991,,35.0,,,,,,2.13807408741585,0.0,,1137.0,,,,,139.0,,success,5,,,,60.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
992,,3.0,,,,,,4.020616964799947,0.0,,1191.0,,,,,564.0,,success,3,,,,61.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
993,,31.0,,,,,,2.02251714230582,0.0,,3956.0,,,,,350.0,,success,1,,,,62.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
994,,2.0,,,,,,6.343651951593182,0.0,,1243.0,,,,,440.0,,success,2,,,,63.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
995,,25.0,,,,,,6.320328343170598,0.0,,770.0,,,,,495.0,,success,5,,,,64.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
996,,23.0,,,,,,6.187796368282866,0.0,,1063.0,,,,,410.0,,success,3,,,,65.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
997,,35.0,,,,,,1.9276353070186913,0.0,,1209.0,,,,,383.0,,success,5,,,,66.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
998,,75.0,,,,,,7.262136226198845,1980.0,,0.0,,,,,0.0,,gamble,5,,,,67.0,A25PFSORDO3SWQ:3DH6GAKTYYPL2OH49M9HS8QFADBYZ3,
